0	0	0	0	0
-3.92402441424204	0.299977777920652	-0.07485530999365	-0.0589662798617758	-0.0155368594131188
-2.90710238850711	-0.0643763540114855	-0.121764547357858	-0.0986147920514443	-0.0106170207778217
-4.05709457744288	-0.0155634093304824	0.194169767924309	0.0319256509850598	-0.0154223956674445
0	0	0	0	0
-2.88728838385298	1.34737775264585	0.0775257672466153	-0.0330035463806144	0
-Inf	0	0	0	0
-6.54109415920405	-6.45726446204593	-0.291242984408749	1.51480426008901	-0.0878429439763079
0	0	0	0	0
-5.50483307585923	0.262369160552772	0.20433778840823	-0.0486525974521746	0
-4.11090662334502	-0.836109374904321	0.240141411330454	-0.654913489069538	0
-Inf	0	0	0	0
0	0	0	0	0
-5.27071182667809	0.126832429635175	0.0846343527666459	-0.0631581554991594	0
-1.37978676855876	-8.214922494499	0.379899308245551	-4.17567310567532	0
-3.46452570936273	0.0276324236617116	-0.0137845925099411	0.054439947113224	0
